Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20061109,548.83,562.16,335.75,18761.99,14947.75,13018.54
20061110,543.43,556,333.39,18640.69,14876,12978.55
20061113,547.34,561.05,336.36,18679.45,14950.92,13020.15
20061114,549.71,563,338.37,18726.02,15026.11,13050.1
20061115,557.38,572.13,343.15,18881.5,15097.51,13092.16
20061116,562.74,576.36,345.53,18970.88,15114.21,13169.78
20061117,561.89,575.71,345.18,19019.48,15128.9,13211.84
20061120,561.46,574.16,343.82,19038.98,15146.9,13193.2
20061121,561.23,575.17,344.13,19007.48,15144.68,13201.69
20061122,562.5,575.25,344.67,19040.13,15170.12,13197.27
20061124,563.39,575.71,344.87,19126.75,15195.84,13200.54
20061127,562.92,574.82,344.69,19047.83,15153.93,13165.25
20061128,548.64,561.52,337.08,18763.83,14957.89,13005.57
20061129,549.68,563.5,338.54,18834.71,14999.65,13021.59
20061130,555.59,570.66,341.16,18996.48,15152.49,13131.76
20061201,558.33,573.5,348.18,18979.98,15168.6,13194.64
20061204,556,569.38,346.47,18928.19,15146.47,13182.24
20061205,565.53,579.94,352.62,19151.42,15221.59,13300.76
20061206,567.89,581.18,354.07,19221.33,15289.05,13399.52
20061207,566.94,580.7,353.61,19173.32,15304.58,13397.13
20061208,564.94,578.14,352.18,19111.85,15267.4,13354.02
20061211,565.87,578.07,351.97,19138.15,15301.02,13379.46
20061212,564.2,578.48,353.08,19134.23,15361.91,13461.09
20061213,559.68,575.68,351.82,19101.34,15327.09,13503.43
20061214,559.33,576.14,352.57,19116.88,15348.6,13513.7
20061215,563.14,579.93,354.65,19292.5,15466.41,13612.64
20061218,558.13,579.2,354.73,19305.75,15475.64,13678.89
20061219,551.17,571.75,351.17,19208.52,15450.23,13639.1
20061220,550.84,572.8,351.37,19241.67,15489.68,13653.65
20061221,552.97,574.02,353.16,19199.28,15472.25,13640.23
20061222,550.19,571.5,352.82,19105.17,15420.56,13619.36
20061226,549.33,570.21,352.26,18991.8,15353.23,13563.4
20061227,552.78,575.4,355.79,19056.77,15424.87,13650.2
20061228,559.31,582.96,359.57,19171.3,15558.31,13721.13
20061229,557.42,580.81,358.55,19154.91,15522.74,13696.72
20070103,555.94,578.58,357.3,19070.53,15435.62,13674.22
20070104,554.37,577.96,358.34,19090.88,15181.65,13672.47
20070105,557.25,577.78,358.36,19195.32,15140.56,13656.91
20070108,549.82,567.64,352.33,19080.93,15050.28,13545.28
20070109,551.64,568.29,352.97,19118.03,15097.53,13578.11
20070110,553.11,568.15,354.05,19153.92,15080,13518.89
20070111,555.22,567.6,354.31,19218.47,15139.28,13531.44
20070112,561.86,573.99,358.49,19391.2,15232.49,13557.75
20070116,567.36,575.6,360.26,19485.08,15324.92,13606.78
20070117,565.79,573.54,359.81,19500.06,15332.55,13595.96
20070118,563.67,572.28,358.61,19466.96,15338.57,13567.92
20070119,555.72,564.69,354.68,19357.29,15311.27,13563.4
20070122,560.24,569.16,357.23,19387.85,15387.34,13620.37
20070123,555.37,564.42,354.19,19255.92,15324.9,13610.43
20070124,561.21,570.06,357.12,19298.54,15396.49,13667.54
20070125,567.52,573.82,360.82,19479.17,15511.14,13746.82
20070126,561.7,566.08,356.6,19276.64,15313.51,13598.52
20070129,562.86,568.62,358.37,19239.87,15318.38,13593.74
20070130,565.23,572.91,360.73,19235.73,15327.9,13619.23
20070131,568.62,576.58,362.32,19302.64,15438.9,13717.52
20070201,571.8,579.64,363.95,19424.52,15802.9,13670.16
20070202,577.87,584.69,366.45,19526.63,15898.41,13736.69
20070205,578.15,586.1,368.08,19537.76,15933.44,13773.36
20070206,576.06,583.63,367.52,19516.94,15923.89,13763.03
20070207,577.54,586.74,369.24,19515.72,15949.58,13799
20070208,579.21,590.23,371.36,19538.93,15968.16,13835.81
20070209,580.26,590.97,371.14,19523.27,15962.75,13784.77
20070212,573.76,585.09,367.64,19381.34,15851.83,13711.46
20070213,572.09,584.35,367.8,19306.89,15804.77,13671.72
20070214,576.12,588.82,370.07,19394.79,15953.66,13832.33
20070215,578.34,590.37,370.73,19558.54,16068.72,13924.07
20070216,580.16,591.49,370.58,19613.21,16103.67,13882.13
20070220,582.65,593.74,370.9,19582.09,16108.41,13917.97
20070221,589.05,599.46,374.45,19666.55,16156.58,13966.7
20070222,591.56,601,374.7,19646.89,16139.3,13939.94
20070223,593.77,602.66,374.65,19636.06,16111.67,13928.39
20070226,593.34,601.13,373.37,19596.9,16049.37,13854.5
20070227,590.4,599.99,372.56,19570.41,16017.8,13816.42
20070228,569.63,578.76,359.51,18906.5,15458.23,13380.18
20070301,570.17,581.82,360.44,18962.94,15501.07,13453.71
20070302,568.52,580.63,359.27,18900.8,15477.62,13456.86
20070305,557.25,570.67,353.63,18674.81,15296.99,13320.2
20070306,545.49,561,347.04,18529.25,15147.57,13142.31
20070307,557.58,573.98,354.09,18791.49,15399.13,13342.42
20070308,556.42,572.62,353.23,18739.39,15375.73,13333.68
20070309,561.04,576.25,355.42,18851.09,15509.43,13419.22
20070312,562.49,578.54,356.88,18853.76,15526.45,13447.44
20070313,565.73,580.94,358.59,18919.99,15567.22,13447.83
20070314,552.97,567.29,350.84,18567.93,15239.17,13134.61
20070315,555.81,572.05,352.85,18691.01,15318.85,13197.2
20070316,560.55,577.38,356.61,18739.89,15412.1,13249.99
20070319,557.91,574.2,354.48,18678.83,15350.81,13171.82
20070320,564.05,580.53,357.62,18873.4,15539.56,13309.51
20070321,568.42,585.28,360.55,18989.6,15612.58,13425.69
20070322,578.52,594.65,365.58,19283.9,15902.24,13644.64
20070323,580.43,595.68,365.75,19295.23,15862.54,13597.93
20070326,582.54,596.65,366.32,19290.34,15891.11,13638.62
20070327,582.64,596.58,366.23,19321.57,15898.34,13628.93
20070328,579.26,592.23,362.98,19193.57,15812.11,13565.81
20070329,575.87,588.32,361.45,19061.53,15673.85,13457.09
20070330,576.41,590.41,362.05,19101.8,15745.32,13549.82
20070402,581.61,594.87,364.03,19066.76,15869.2,13504.38
20070403,583.85,597.14,365.28,19181.51,15919.46,13506.72
20070404,589.51,603.7,369.19,19368.06,16063,13615.59
20070405,590.1,603.06,368.62,19432.95,16048.78,13616.33
20070409,593.55,604.57,370.06,19494.01,16096.49,13657.1
20070410,593.32,603.59,369.93,19485.59,16136.54,13671.41
20070411,595.18,605.38,371.05,19528.52,16179.29,13703.68
20070412,591.33,601.67,368.42,19399.81,16067.14,13656.61
20070413,597,606.51,371.37,19538.96,16136.15,13741.2
20070416,600.4,608.69,373.21,19619.14,16173.16,13780.29
20070417,608.71,617.29,378.25,19798.09,16377.08,13928.94
20070418,606.41,615.65,377.31,19861.52,16376.03,13939.29
20070419,603.17,612.28,376.15,19831.57,16406.8,14042.75
20070420,599.99,608.87,374.15,19800.99,16379.88,14012.58
20070423,603.32,615.52,378.3,19991.16,16525.7,14150.67
20070424,603.72,612.69,377.13,19946.58,16506.51,14088.22
20070425,603.66,611.95,375.91,19957.38,16477.11,14068.92
20070426,606.96,615.85,378.84,20147.01,16626.6,14238.83
20070427,609.33,617.23,379.04,20170.72,16597.31,14212
20070430,606.67,616.49,376.72,20189.84,16568.59,14153.92
20070501,599.5,606.87,371,19858.21,16407.58,14281.41
20070502,599.26,607.69,372.2,19928.07,16445.61,14283.29
20070503,606.46,616.43,376.73,20064.4,16555.89,14391.92
20070504,606.99,617.35,377.11,20125.16,16627.05,14472.62
20070507,609.45,619.29,379.08,20160.45,16684.59,14504.24
20070508,609.43,618.27,379.49,20182.57,16741.78,14575.55
20070509,608.49,617.04,378.43,20154.47,16735.23,14546.6
20070510,611.69,619.6,379.78,20213.25,16795.21,14603.04
20070511,600.16,607.51,373.83,19918.24,16578.4,14428.8
20070514,606.59,615.13,378.05,20092.16,16796.78,14559.71
20070515,602.18,609.36,375.13,20036.55,16786.37,14525.86
20070516,596.55,604,371.81,19975.81,16777.65,14522.06
20070517,600.36,608.93,374.14,20127.6,16926.5,14655.02
20070518,597.88,606.61,372.36,20098.85,16932.6,14646.04
20070521,607.01,611.46,375.23,20254.85,17025.19,14710.13
20070522,615.46,619.28,378.52,20295.81,17054.77,14763.62
20070523,619.14,623.61,381.41,20315.22,17034.67,14764.43
20070524,617.47,621.35,379.12,20293.2,17004.88,14736.42
20070525,608.13,612.33,374.28,20099.91,16835.83,14562.75
20070529,612.63,616.57,377.21,20209.77,16932.47,14618.07
20070530,614.53,621.69,380.19,20260.76,16948.67,14628.85
20070531,617.77,625.38,382.27,20463.4,17080.25,14732.63
20070601,624.05,629.9,384.34,20497.64,17017.83,14744.52
20070604,628.07,633.75,386.6,20577.21,17094.06,14811.92
20070605,628.51,635.63,387.56,20634.99,17109.41,14838.98
20070606,625.52,631.14,384.16,20537.9,17014.01,14744.94
20070607,619.75,626.11,381.09,20349.45,16857.2,14600.15
20070608,608.68,614.1,374.53,19991.22,16567.16,14359.72
20070611,614.7,620.74,378.44,20217.32,16751.74,14489.78
20070612,613.76,619.84,378.49,20219.84,16785.19,14539.3
20070613,605.02,612.24,373.25,20023.94,16600.17,14388.99
20070614,613.26,619.58,376.58,20284.46,16855.24,14590.21
20070615,617.37,623.38,378.57,20397.29,16972.02,14651.94
20070618,624.09,630.03,382.76,20554.99,17047.08,14752.69
20070619,624.42,629.16,382.11,20533.39,17023.18,14747.29
20070620,625.16,631.23,382.75,20565.42,17073.83,14766.72
20070621,617.68,623.37,377.85,20339.14,16806.3,14570.03
20070622,620.24,626.57,379.29,20461.62,16896.87,14677.4
20070625,615.36,621.96,376.34,20199.76,16663.14,14486.03
20070626,611.11,617.64,373.12,20145.03,16607.67,14432.53
20070627,611.11,616.16,372.05,20098.65,16526.97,14376.31
20070628,620.51,624.35,375.82,20288.27,16665.75,14481.48
20070629,621.55,624.55,377.79,20297.99,16672.65,14476.31
20070702,603.16,589.32,363.15,20280.9,16632.65,14891.94
20070703,610.46,594.94,366.49,20473.97,16869.82,15102.67
20070705,611.78,597.1,367.24,20550.87,16988.67,15124.28
20070706,613.61,598.24,367.03,20616.08,16983.02,15056.41
20070709,615.69,600.12,368.25,20716.66,17039.68,15095.99
20070710,617.08,601.03,368.68,20744.97,17090.95,15111.23
20070711,607.77,591.1,362.38,20494.94,16827.11,14856.51
20070712,610.3,592.84,363.42,20627.27,16909.53,14956.17
20070713,619.98,603.36,368.79,21062.18,17235.84,15177.86
20070716,621.1,602.96,369.33,21143.64,17295.93,15246.92
20070717,617.47,598.12,365.62,21129.2,17236.93,15167.96
20070718,617.91,599.85,365.87,21139.64,17259.62,15129.68
20070719,615.93,597.7,363.72,21119.94,17194.06,15094.89
20070720,621.12,601.62,365.43,21267.1,17220.82,15116.08
20070723,612.12,591.63,359.76,21042.02,16990.18,14900.3
20070724,613.04,591.67,358.61,21184.02,17028.24,14912.41
20070725,597.8,575.99,349.27,20817.52,16662.43,14575.23
20070726,597.56,576.88,348.95,20940.27,16715.64,14720.39
20070727,583.64,563.51,339.96,20490.43,16279.71,14382.41
20070730,574.35,555.57,334.66,20179,16083.04,14182.53
20070731,578.24,560.23,336.43,20363.44,16257.37,14309.61
20070801,572.92,556.83,333.93,20016.32,16101.35,14073.97
20070802,573.09,558.15,333.87,20166.86,16226.84,14124.57
20070803,578.48,562.36,334.26,20289.66,16296.92,14192.14
20070806,560.99,542.01,321.93,19836.66,15840.12,13755.33
20070807,568.95,549.18,323.84,20241.42,16254.13,14039.74
20070808,578.21,553.84,324.42,20356.93,16371.14,14129.89
20070809,595.93,566.66,331.39,20678.38,16551.33,14273.1
20070810,589.98,559.41,325.81,20144.94,16017.12,13824.08
20070813,583.82,564.23,328.47,20065.82,16090.92,13893.96
20070814,577.56,557.75,325.36,20087.38,16110.06,13933.06
20070815,566.33,547.15,319.21,19762.31,15792.36,13659.51
20070816,558.33,539.99,315.01,19474.65,15565.6,13464.98
20070817,564.16,550.98,321.57,19386.84,15686.63,13607.44
20070820,575.36,562.69,328.76,19795.1,16115.75,13982.55
20070821,577.09,563.66,328.6,19800.81,16168.6,13953.93
20070822,577.37,561.69,329.07,19824.8,16213.4,13956.28
20070823,584.49,567.98,333.86,20078.37,16398.75,14111.89
20070824,577.73,561.32,330.67,20055.61,16358.7,14120.84
20070827,584.87,569.2,334.23,20321.58,16542.76,14254.12
20070828,579.18,563.88,331.13,20179.25,16391.01,14236.01
20070829,565.96,549.73,322.51,19761.26,15977.06,13870.71
20070830,578.3,562.88,329.78,20165.89,16332.98,14148.27
20070831,576.21,559.57,327.7,20131.26,16238.95,14036.62
20070904,583.86,565.56,333.38,20324.12,16371.8,14178.02
20070905,590.57,570.16,334.77,20521.78,16545.12,14363.85
20070906,585.22,563.34,330.77,20345.91,16330.67,14193.14
20070907,587.63,565.39,331.88,20467.88,16367.08,14233.99
20070910,576.04,553.8,326.04,20113.05,16133.8,14012.04
20070911,571.58,549.89,323.62,20105.78,16083.67,13949.24
20070912,580.48,558.19,327.26,20393.83,16291.61,14123.56
20070913,578.79,555.57,325.61,20413.6,16270.49,14133.08
20070914,580.01,555.75,326.45,20548.87,16392.4,14278.51
20070917,582.53,557.74,327.93,20579.56,16396.82,14272.63
20070918,577.11,552.67,324.99,20469.61,16345.92,14192.62
20070919,596.08,572.69,337.12,21002.49,16854.07,14626.95
20070920,602.18,579.13,341.97,21118.06,16940.39,14715.48
20070921,597.73,574.63,338.66,21041.33,16780.07,14599.88
20070924,599.12,576.85,338.62,21151.47,16845.42,14659.48
20070925,595.21,570.17,334.52,21103.91,16720.52,14533
20070926,594.62,568.36,332.8,21145.13,16655.79,14516
20070927,599.42,572.81,334.49,21294.13,16753.34,14574.81
20070928,603.53,576.27,336.25,21388.1,16827.55,14642.64
20071001,600.7,570.26,332.75,21319.52,16717.95,14593.8
20071002,612.88,581.76,339.3,21584.67,17046.95,14767
20071003,616.23,584.17,342.27,21554.31,17086.43,14860.14
20071004,613.11,580,339.65,21440.67,17019.66,14782.92
20071005,614.81,582.24,339.7,21453.01,17070.7,14837.53
20071008,625.74,592.14,345.18,21666.23,17260.27,14981.18
20071009,624.81,588.73,342.87,21646.63,17185.65,14936.49
20071010,628.77,592.34,344.53,21825.7,17336.65,15023.1
20071011,629.49,590.44,342.98,21833.95,17282.46,14986.68
20071012,621.25,583.92,340.14,21655.78,17219.03,14956.41
20071015,626.15,587.82,341.28,21792.36,17274.61,15019.24
20071016,619.49,580.75,336.59,21648.19,17129.5,14900.35
20071017,615.64,577.29,333.59,21557.01,16965.29,14791.98
20071018,616.94,578.5,332.92,21618.84,16985.35,14838.39
20071019,617.31,578.22,332.28,21640.59,16948.29,14771.75
20071022,599.41,561.46,322.11,21150.16,16509.86,14433.39
20071023,606.13,568.74,326.64,21238.83,16583.38,14470.78
20071024,613.63,573.05,328.55,21503.72,16703.22,14541.33
20071025,610.18,568.17,326.12,21482.38,16625.15,14485.31
20071026,606.93,565.28,323.77,21477.93,16617.15,14425.76
20071029,617.61,574.58,329.99,21735.86,16888.83,14673.59
20071030,620.1,574.4,329.64,21850.73,17018.74,14663.05
20071031,614.84,571.12,328.7,21747.88,16882.69,14564.68
20071101,624.28,578.59,332.97,21972.53,17045.7,14717.66
20071102,603.03,557.53,321,21495.58,16521.32,14311.71
20071105,606.89,558.97,319.42,21572.79,16483.85,14268.4
20071106,598.54,554.92,316.53,21487.05,16352.93,14194.15
20071107,607.82,562.02,320.03,21719.84,16588.35,14360.32
20071108,591.24,545.02,310.09,21247.66,16043.83,13991.36
20071109,591.14,550.38,313.24,21147.71,16072.71,14088.99
20071112,581.9,545.05,310.58,20764.52,15921.56,13970.67
20071113,575.96,542.02,308.91,20531.85,15751.14,13824.83
20071114,589.46,555.93,316.33,21079.9,16231.99,14230.34
20071115,585.74,551.62,313.58,20993.71,16137.22,14125.94
20071116,576.34,543.46,310,20817.84,15855.8,13912.51
20071119,576.46,540.41,308.29,20979.18,15929.11,13914.02
20071120,561.8,528.13,302.02,20699.38,15560.17,13599.33
20071121,560.82,528.16,300.87,20837.61,15566.97,13662.75
20071123,551.84,522.41,297.88,20547,15285.05,13438.31
20071126,561.5,532.84,303.49,20827.84,15612.32,13671.64
20071127,551.11,520.9,295.61,20450.22,15241.34,13357.2
20071128,555.61,525.52,297.85,20745.56,15463.24,13504.83
20071129,573.74,542.79,306.89,21280.64,15993.99,13830.37
20071130,573.89,539.05,304.85,21317.61,15964.51,13860.6
20071203,576.45,542.13,309.87,21341.08,16120.05,14018.27
20071204,572.23,536.67,306.42,21170.11,16054.81,14022.91
20071205,568.15,531.23,303.63,21079.67,15969.44,13937.46
20071206,576.24,540.19,307.82,21388.59,16205.44,14130.81
20071207,590.16,553.83,315.16,21623.51,16516.29,14389.14
20071210,589.89,552.48,315.63,21637.82,16491.99,14338.86
20071211,594.56,554.75,318.48,21768.91,16629.9,14461.86
20071212,578.62,538.11,309.88,21317.79,16101.8,14138.33
20071213,582.1,541.85,310.39,21445.06,16140.23,14218.37
20071214,580.72,540.64,309.21,21501.9,16143.59,14188.23
20071217,571.34,529.8,303.37,21288.41,15912.79,13982.26
20071218,559.53,521.03,299.03,20961.24,15678.76,13752.82
20071219,568.25,530.05,304.85,21087.06,15778.78,13799.14
20071220,569.93,530.7,304.65,21062.98,15777.27,13733.53
20071221,574.95,538.56,308.34,21219.81,15849.7,13759.31
20071224,587.11,549.14,314.22,21533.59,16137.34,14062.82
20071226,592.58,554.51,317.58,21721.49,16292.09,14195.17
20071227,595.27,556.32,318.23,21736.85,16297.78,14220.64
20071228,580.68,541.92,310.47,21451.68,16050.56,14034.71
20071231,580.61,540.61,307.67,21497.6,16060.95,14077.38
20080102,577.94,538.41,306.83,21304.2,15977.58,14025.14
20080103,570.51,527.74,302.43,21024.94,15708.7,13828.23
20080104,565.88,521.72,298.5,21039.64,15703.47,13794.96
20080107,548.28,506.78,289.72,20530,15302.03,13447.23
20080108,548.16,509.44,290.85,20587.12,15320.14,13460.76
20080109,537.81,495.55,283.54,20326.53,14980.01,13106.96
20080110,541.64,499.05,284.61,20598.48,15178.28,13144.18
20080111,547.65,503.11,287.73,20711.52,15338.85,13354.13
20080114,536.57,491.78,282.38,20370.59,15198.39,13187.99
20080115,541.72,496.79,284.89,20559.38,15407.17,13281.75
20080116,528.68,487.37,279.13,20107.87,14999.07,12922.6
20080117,527.56,489.86,282.12,19932.86,14927.26,12929.68
20080118,513.74,476.94,275.47,19462.12,14398.81,12570.56
20080122,508.02,472.56,272.25,19472.71,14255.05,12384.04
20080123,503.89,471.57,272.03,19144.29,14201.92,12401.32
20080124,514.4,486.74,281.74,19347.15,14610.84,12790.34
20080125,516.17,486.43,281.68,19578.21,14786.5,12880.83
20080128,512.48,484.45,279.74,19284.07,14545.25,12725.47
20080129,521.22,491.72,286.42,19520.79,14846.37,13050.81
20080130,520.83,493.74,288.83,19557.12,14985.79,13330.88
20080131,513.46,488.86,285.91,19458.57,14914.42,13236.5
20080201,523.81,502.4,293.84,19722.68,15144.04,13424.44
20080204,536.13,513.43,300.06,19931.9,15428.6,13613.18
20080205,531.26,509.42,297.56,19766.23,15257.2,13439.54
20080206,514.52,495.8,290.33,19241.31,14712.3,13004.49
20080207,506.62,490.74,287.89,19066.34,14597.86,12913.36
20080208,511.85,497.57,291.07,19210.02,14693.94,13049.87
20080211,510.13,495.69,289.3,19188.12,14629.64,12988.12
20080212,511.96,497.49,289.89,19381.69,14648.45,13020.23
20080213,515.55,499.73,291.14,19492.85,14742.53,13123.52
20080214,526.92,510.89,296.64,19768.63,14905.22,13334.9
20080215,514.99,498.91,291.1,19514.26,14722.06,13150.86
20080219,510.64,495.5,289.3,19471.39,14758.85,13222.28
20080220,510.89,496.4,289.27,19468.23,14763.93,13164.31
20080221,513.5,502.7,292.06,19650.42,14954.65,13206.53
20080222,506.32,493.77,287.07,19428.01,14745.18,13026.91
20080225,502.92,494.28,287.66,19523.39,14876.61,13148.61
20080226,512.8,503.88,291.62,19801.81,15090.47,13325.7
20080227,516.57,509.05,294.53,19939.14,15184.08,13435.7
20080228,517.16,507.93,293.44,19907,15186.36,13393.01
20080229,511.72,501.13,288.79,19764.01,15024.66,13240.74
20080303,498.94,485.66,282.4,19208.8,14536.91,12796.67
20080304,496.81,485.15,280.97,19242.04,14535.16,12728.62
20080305,493.66,482.77,280.8,19210.77,14463.4,12658.81
20080306,496.6,484.15,281.17,19333.7,14519.34,12716.99
20080307,481.94,470.61,273.64,18967.6,14154.18,12382.53
20080310,476.87,469.5,272.91,18778.36,14032.22,12317.37
20080311,461.81,458.19,268.22,18517.24,13751.69,12119.91
20080312,478.74,477.38,278.21,19107.03,14310.96,12574.47
20080313,475.7,473.36,275.35,19028.48,14159.74,12386.41
20080314,484.04,482.12,280.21,19147.64,14243.51,12416.94
20080317,473.37,470.43,273.67,18828.91,13885.24,12140.48
20080318,461.14,463.22,269.56,18709.87,13657.12,12049.49
20080319,481.94,483.36,279.71,19373.74,14343.02,12527.7
20080320,471.09,471.74,273.56,18944.39,13945.83,12266.86
20080324,479.76,484.11,280.72,19294.98,14340.93,12606.15
20080325,495.75,496.22,287.29,19637.31,14524.64,12812.72
20080326,499.69,499,289.82,19703.23,14591.69,12818.71
20080327,499.37,497.38,287.93,19604.69,14380.49,12703.22
20080328,494.03,491.33,284.28,19402.03,14181.78,12586.57
20080331,487.26,486.31,281.56,19280.01,14025.46,12521.02
20080401,491.46,490.62,284.15,19027.58,14133.63,12602.37
20080402,506.5,504.61,291.83,19600.78,14740.17,13035.97
20080403,509.06,506.82,292.42,19568.33,14713.47,13005.96
20080404,509.99,506.72,292.56,19590.98,14748.34,13003.85
20080407,511.44,506.73,291.92,19675.57,14754.32,12948.65
20080408,510.75,505.19,292.07,19655.58,14811.95,13040.6
20080409,511,504.13,291.59,19612.56,14704.4,12989.47
20080410,502.68,494.99,286.55,19460.8,14572.38,12859.44
20080411,508.87,500.65,288.86,19625.61,14580.11,12881.16
20080414,495.11,489.09,282.38,19171.35,14341.61,12661.75
20080415,494,487.41,281.34,19155.18,14243.34,12576.77
20080416,495.54,492.21,284.21,19220.07,14335.12,12634.43
20080417,509.59,505.03,292.06,19576.25,14740.7,12909.95
20080418,505.09,501.71,290.24,19512.48,14784.46,12941.14
20080421,514.06,511.5,294.32,19871.49,15038.93,13085.78
20080422,514.43,508.59,292.42,19888.22,14968.72,13024.03
20080423,503.16,499.53,287.46,19739.25,14832.63,12963.01
20080424,508.42,501.4,285.97,19858.54,14813.03,12925.15
20080425,514.53,508.85,288.35,19911.99,14956.86,13033.2
20080428,518.36,512.31,289.51,19959.9,15158.05,13163.73
20080429,521.26,515.17,290.88,19932.61,15138.56,13171.48
20080430,518.04,511.08,289,19856.23,15053.7,13203.89
20080501,518.22,510.36,287.97,19789.12,14930.28,13267.97
20080502,528.76,521.35,293.39,20044.53,15234.77,13520.77
20080505,527.66,519.03,291.95,20063.62,15324.91,13563.37
20080506,525.15,518.39,291.37,19992.91,15235.44,13486.52
20080507,529.57,521.96,294.14,20097.15,15377.81,13634.52
20080508,520.14,512.89,289.18,19800.68,15065.26,13375.12
20080509,520.81,515.13,290.78,19903.36,15103.41,13384.43
20080512,521.23,516.21,290.44,19798.15,14993.72,13309.28
20080513,530.8,525.2,294.67,20037.16,15137.71,13415.3
20080514,534.42,527.85,296.72,20066.57,15102.79,13408.05
20080515,534.13,527.66,297.17,20132.3,15191.05,13452.87
20080516,540,532.55,299.32,20331.08,15371.14,13598.07
20080519,539.62,531.53,298.94,20355.93,15385.6,13645.86
20080520,538.95,530.18,298.63,20348.93,15367.55,13687.28
20080521,536.92,528.03,297.87,20197.1,15239.38,13524.28
20080522,530.32,522.64,294.77,19869.45,14990.71,13328.3
20080523,534.07,526.74,296.55,19935.21,15037.98,13396.25
20080527,528.45,520.67,292.58,19743.67,14803.71,13193.2
20080528,535.73,527.8,294.48,19899.14,14857.7,13318.35
20080529,537.65,530.03,295.19,19995.44,14922.13,13393
20080530,542.46,535.83,296.72,20128.04,14971.94,13480.93
20080602,546.52,538.53,298.6,20161.69,14994.52,13517.94
20080603,541.46,533.54,297.26,19957.11,14849.72,13466.18
20080604,539.79,531.57,297.38,19878.47,14762.01,13380.95
20080605,543.27,534.01,298.38,19934.35,14718.87,13280
20080606,555.9,547.12,302.78,20309.06,15024.64,13518.72
20080609,540.58,531.49,294.62,19761.55,14568.86,13109.19
20080610,536.8,529.17,292.43,19823.28,14558.04,13041.44
20080611,533.91,528.93,290.92,19830.65,14498.59,12974
20080612,523.36,519.59,285.75,19530.97,14226.1,12752.8
20080613,525.05,521.02,286.83,19585.27,14265.64,12808.39
20080616,536.57,530.01,291.07,19877.2,14507.46,12970.14
20080617,541.94,534.61,293.85,19869.92,14561.78,12954.35
20080618,540.39,531.62,292.2,19793.98,14434.19,12880.14
20080619,536.71,527.19,290.43,19593.4,14297.42,12783.61
20080620,541.8,532.1,291.52,19704.74,14299.44,12765.88
20080623,532.44,525.67,286.94,19340.21,14028.98,12551.51
20080624,528.68,521.61,284.42,19369.36,13986.84,12514.9
20080625,519.01,513.56,280.53,19267.25,13952.2,12464.66
20080626,525.19,518.08,282.56,19409.55,14023.45,12507.45
20080627,513.21,506.8,275.93,18859.49,13576.28,12193.34
20080630,513.39,505.34,274.51,18782.5,13559.14,12073.77
20080701,450.1,432.17,250.01,17990.88,13166.3,9550.58
20080702,449.44,430.12,250.56,18071.24,13164.84,9661.98
20080703,438.06,418.33,243.57,17708.38,12900.57,9522.82
20080707,434.08,415.17,241.63,17733.54,12858.47,9529.39
20080708,430,411.29,238.36,17682.34,12703.4,9296.58
20080709,442.92,423.98,248.62,17912.76,12888.99,9716.43
20080710,432.93,413.95,240.69,17595.11,12624.83,9360.77
20080711,435.74,416.14,240.11,17800.98,12679.92,9313.59
20080714,437.4,418.42,239.78,17667.68,12543.42,9104.26
20080715,432.73,411.91,233.44,17610.04,12407.53,8777.12
20080716,433.2,410.49,231.32,17508.03,12222.39,8568.65
20080717,446.93,425.42,244.23,17775.7,12519.92,9282.9
20080718,452.67,433.85,253.19,17863.99,12604.33,9848.92
20080721,450.07,431.99,252.59,17789.03,12637.36,9980.84
20080722,452.97,433.49,253.06,17826.39,12663.01,9949.15
20080723,462.86,446.51,263.69,17917.64,12842.95,10405
20080724,465.11,447.97,267.86,17929.88,12877.22,10595.87
20080725,455.71,438.84,257.78,17637.41,12552.27,10018.14
20080728,459.71,443.28,260.02,17792.37,12552.06,9923.26
20080729,451.09,434.37,253.64,17519.46,12360.53,9572.35
20080730,460.04,445.39,264.12,17808.65,12623.49,10143.79
20080731,463.78,446.89,264.53,18066.19,12894.25,10341.44
20080801,463.68,444.86,263.22,17836.23,12688.88,10376.59
20080804,463.88,446.39,265.38,17711.98,12609.53,10430.77
20080805,457.03,440.15,263.62,17528.89,12450.06,10322.45
20080806,463.51,451.62,272.01,17975.9,12749.23,10754.43
20080807,469.36,452.74,273.54,18119.44,12770.48,10692.47
20080808,464.03,445.42,267.54,17888.73,12516.88,10293.94
20080811,476.48,458.63,277.42,18257.21,12790.94,10630.1
20080812,486,469.98,285.25,18316.99,12907.03,10811.36
20080813,481.66,466.51,282.05,18257.02,12716.69,10357.31
20080814,484.23,467.28,280.04,18262.22,12726.94,10104.58
20080815,488.36,471.5,284.34,18330.68,12787.85,10326.44
20080818,488.96,471.86,286.77,18371.98,12848.47,10452.25
20080819,481.11,465.14,281.98,18160.92,12644.93,10150.1
20080820,472.47,458.06,275.23,18032.84,12566.79,9907.71
20080821,474.04,458.3,274.59,18097.34,12682.4,10001.87
20080822,471.28,454.81,271.69,18135.48,12731.8,9975.49
20080825,478.96,462.59,277.88,18343.87,12830.18,10213.21
20080826,468.73,452.17,271.4,18013.12,12594.95,9940.18
20080827,469.51,454,271.83,18049.1,12665.88,9981.45
