Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
19740711,14.95,20.95,17.47,343,947.67,485.63
19740712,14.87,20.86,17.4,343.26,945.81,486.81
19740715,15.25,21.42,18.02,357.51,983.32,510.19
19740716,15.34,21.69,18.24,360.47,990.06,515.85
19740717,15.3,21.58,18.12,357.71,978.23,510.47
19740718,15.41,21.69,18.28,361.97,989.58,516.69
19740719,15.56,21.94,18.4,363.84,988.94,518.88
19740722,15.62,21.95,18.42,365.7,984.79,520.21
19740723,15.64,21.93,18.51,366.12,989.59,520.78
19740724,15.79,22.21,18.69,370.62,1001.44,524.17
19740725,15.87,22.25,18.8,374.07,1006.8,522.62
19740726,15.85,22.21,18.71,372.28,994.44,512.85
19740729,15.79,22.06,18.54,367.32,975.71,502.38
19740730,15.56,21.81,18.23,359.91,958.18,492.47
19740731,15.5,21.68,18.1,357.69,954.46,488.38
19740801,15.35,21.55,17.89,353.97,939.07,480.16
19740802,15.3,21.46,17.79,351.89,933.2,476.12
19740805,15.28,21.4,17.74,351.67,932.66,472.74
19740806,15.34,21.46,17.82,354.34,941,477.22
19740807,15.52,21.72,18.02,358.76,955.09,486.41
19740808,15.77,22.04,18.33,368.14,980.23,498.88
19740809,15.82,22.15,18.4,364,968.59,488.56
19740812,15.83,22.14,18.46,363.28,960.01,484.37
19740813,15.78,22.03,18.32,360.94,945.7,479.19
19740814,15.61,21.79,18.02,355.94,931.9,467.33
19740815,15.41,21.52,17.7,349.33,912.34,453.64
19740816,15.3,21.37,17.58,348.84,906.63,451.48
19740819,15.27,21.34,17.48,345.96,898.83,447.15
19740820,15.1,21.08,17.2,341.39,886.91,438.73
19740821,15.15,21.05,17.23,342.45,891.22,440.82
19740822,15.04,20.86,17.04,339.49,874.07,430.46
19740823,14.87,20.55,16.75,335.34,866.04,424.99
19740826,14.75,20.32,16.53,330,849.91,418.84
19740827,14.68,20.21,16.45,330.46,856.41,424.74
19740828,14.54,19.95,16.23,325.42,843.04,417.32
19740829,14.39,19.78,16.12,322.12,840.51,418.03
19740830,14.13,19.45,15.83,315.26,831.02,414.56
19740903,14.28,19.73,16.09,322.41,854.82,429.4
19740904,14.17,19.49,15.8,317.27,834.88,418.52
19740905,13.81,19.05,15.29,309.12,813.95,405.37
19740906,13.91,19.22,15.51,318.05,837.92,421.55
19740909,14.05,19.41,15.71,323.5,843.37,424.36
19740910,13.87,19.12,15.38,318.47,822.88,413.18
19740911,13.73,18.96,15.16,316.12,817.47,409.64
19740912,13.63,18.76,15.02,315.13,809.23,406.51
19740913,13.35,18.35,14.59,308.08,790.39,393.46
19740916,13.14,18.05,14.26,301.42,773.64,382.25
19740917,13.09,17.97,14.24,303.81,786.48,389.82
19740918,13.24,18.24,14.49,309.89,799.06,396.88
19740919,13.24,18.2,14.47,310.34,803.78,398.03
19740920,13.6,18.63,14.85,320.65,832.16,411.97
19740923,13.77,18.81,14.98,322.53,832.94,414.35
19740924,13.8,18.85,15.01,321.56,825.47,409.48
19740925,13.67,18.71,14.82,317.26,809.63,399.86
19740926,13.77,18.83,14.87,317.21,805.06,397.8
19740927,13.68,18.66,14.69,311.8,793.33,389.04
19740930,13.58,18.51,14.52,306.07,777.9,376.84
19741001,13.12,18.11,14.27,296.64,762.01,366.03
19741002,13.03,18.05,14.18,296.9,758.02,368.32
19741003,13.11,18.17,14.27,299.36,757.28,367.86
19741004,13,18.03,14.12,294.85,743.12,361.64
19741007,13.01,17.97,14.13,296.54,743.79,360.98
19741008,13.28,18.31,14.47,307.91,773.77,376
19741009,13.35,18.44,14.55,306.54,773.68,374.13
19741010,13.61,18.78,14.84,319.63,809.38,391.58
19741011,13.92,19.22,15.26,328.65,831.02,407.3
19741014,14.11,19.52,15.55,335.15,844.8,420.55
19741015,14.34,19.89,15.86,341.04,863.47,433.55
19741016,14.22,19.72,15.7,334.03,850.58,424.46
19741017,14.12,19.6,15.64,329.5,837.34,418.19
19741018,14.19,19.72,15.8,334.93,847.13,422.15
19741021,14.31,19.85,15.9,339.38,859.06,429.59
19741022,14.41,19.97,15.98,344.28,873.35,440.27
19741023,14.44,20,15.99,344.9,868.92,438.54
19741024,14.25,19.79,15.75,337.18,845.63,425.58
19741025,14.05,19.53,15.48,331.57,835.44,421.75
19741028,14.05,19.57,15.47,333.3,833.02,422.52
19741029,14.02,19.47,15.37,332.89,832.51,421.88
19741030,14.16,19.65,15.55,342.03,866.91,436.56
19741031,14.27,19.82,15.71,348.48,883.41,447.44
19741101,14.4,19.86,15.77,349.76,877.95,446.76
19741104,14.4,19.9,15.72,347.8,880.2,443.33
19741105,14.29,19.76,15.59,344.68,871.66,437.37
19741106,14.48,19.94,15.86,350.9,895.46,452.25
19741107,14.49,19.99,15.88,352.31,891.35,452.92
19741108,14.58,20.1,15.96,354.69,897.11,457.7
19741111,14.64,20.15,15.93,354.79,893.79,456.27
19741112,14.81,20.24,16.02,356.97,896.15,457.76
19741113,14.62,20,15.75,350.11,879.08,446.84
19741114,14.6,19.91,15.66,349.86,874.62,444.12
19741115,14.57,19.88,15.58,351.3,871.43,442.28
19741118,14.48,19.77,15.46,347.93,857.76,434.12
19741119,14.14,19.25,14.95,335.69,825.71,417.16
19741120,13.94,18.94,14.67,330.54,811.76,410.85
19741121,13.9,18.84,14.55,329.38,806.74,411.21
19741122,13.84,18.86,14.57,331.37,809.29,416.39
19741125,13.91,18.94,14.67,335.91,817.38,421.72
19741126,13.82,18.86,14.58,334.64,816.5,420.88
19741127,13.85,18.9,14.66,338.13,825.22,425.02
19741129,13.93,18.96,14.71,341.13,831.26,426.6
19741202,13.93,19.05,14.88,342.1,834.9,430.41
19741203,13.68,18.75,14.57,334.33,814.29,417.7
19741204,13.5,18.5,14.26,328.67,803.19,411.22
19741205,13.47,18.41,14.18,330.71,805,411.55
19741206,13.27,18.16,13.9,324.87,790.44,401.18
19741209,13.08,17.88,13.65,319.22,777.21,393.63
19741210,12.9,17.69,13.49,319.32,783.98,396.77
19741211,12.99,17.79,13.6,325.87,804.04,406.43
19741212,13,17.87,13.64,328.47,809.81,409.66
19741213,12.93,17.8,13.59,327.83,808.37,405.27
19741216,12.88,17.77,13.46,327.27,803.79,402.05
19741217,12.81,17.67,13.32,326.21,796.91,396
19741218,12.78,17.63,13.3,329.87,811.21,400.47
19741219,12.85,17.71,13.36,331.91,814.55,403.35
19741220,12.71,17.71,13.3,330.59,811.74,401.86
19741223,12.68,17.6,13.19,327.78,803.22,394.98
19741224,12.47,17.39,13.04,323.78,790.44,389.5
19741226,12.53,17.46,13.14,327.25,801.81,395.55
19741227,12.61,17.56,13.24,330.58,808.68,399.76
19741230,12.59,17.58,13.22,330.62,804.82,397.17
19741231,12.56,17.45,13.15,330.01,805.77,396.65
19750102,12.88,17.97,13.73,338.12,825.28,410.16
19750103,13.31,18.54,14.16,346.78,846.1,419.56
19750106,13.55,18.88,14.38,349.83,852.46,422.21
19750107,13.83,19.26,14.65,354.17,856.92,425.08
19750108,13.98,19.43,14.8,354.34,857.77,422.45
19750109,14,19.46,14.79,351.24,845.25,417.15
19750110,14.17,19.63,15,355.34,860.2,424.13
19750113,14.55,20.19,15.41,362.98,878.24,432.9
19750114,14.71,20.42,15.54,361.94,873.94,430.9
19750115,14.7,20.39,15.55,359.38,867.56,425.56
19750116,14.77,20.51,15.68,363.17,872.25,429.82
19750117,14.91,20.68,15.82,365.47,871.05,431.16
19750120,14.87,20.65,15.8,362.34,858.75,425.01
19750121,14.87,20.54,15.75,361.28,860.3,424.71
19750122,14.9,20.58,15.73,360.26,855.92,422.45
19750123,14.98,20.7,15.82,360.77,867.98,427.55
19750124,15.15,20.86,16.02,362.37,871.35,430.92
19750127,15.4,21.15,16.3,367.37,880.45,438.14
19750128,15.83,21.82,16.9,378.42,908.29,454.25
19750129,15.97,22.07,17.18,380.35,918.75,455.39
19750130,16.22,22.37,17.52,384.84,933.01,464.2
19750131,16.19,22.34,17.48,379.96,919.94,460.25
19750203,16.4,22.56,17.66,382.97,928.75,467.27
19750204,16.69,22.91,17.93,387.27,938.72,472.77
19750205,16.64,22.82,17.83,383.87,936.19,471.77
19750206,16.81,23.05,18,387.8,951.13,481.86
19750207,16.87,23.14,18.04,389.29,944.9,483.36
19750210,16.86,23.06,17.98,388.29,945.34,482.91
19750211,16.9,22.98,17.9,386.49,942.87,481.01
19750212,16.81,22.98,17.9,386.71,947.13,480.4
19750213,16.96,23.14,18.16,391.15,963.7,488.95
19750214,17.11,23.37,18.37,395.81,976.39,496.43
19750218,17.11,23.48,18.43,396.09,982.38,499.04
19750219,17.09,23.45,18.32,394.6,973.91,496.06
19750220,17.07,23.44,18.32,395.02,980.53,498.23
19750221,17.1,23.56,18.47,398.87,988.87,504.98
19750224,17.22,23.66,18.55,398.84,994.33,505.85
19750225,17.11,23.44,18.41,393.03,979.81,499.85
19750226,16.79,22.95,18.02,384.69,957.67,486.59
19750227,16.87,23.08,18.15,388.36,967.05,490.63
19750228,16.95,23.23,18.3,389.1,971.47,495.33
19750303,17.1,23.43,18.55,392.26,983.85,501
19750304,17.31,23.72,18.84,399.7,1000.18,511.04
19750305,17.4,23.88,18.92,402.83,1004.19,517.58
19750306,17.31,23.75,18.89,399.19,994.94,515.43
19750307,17.41,23.96,19.16,402.61,1005.05,519.24
19750310,17.67,24.26,19.45,406.16,1010.63,524.63
19750311,17.84,24.6,19.74,408.95,1017.45,528.64
19750312,17.88,24.79,19.78,408.13,1010.92,524.36
19750313,17.77,24.65,19.66,405.54,1000.77,519.81
19750314,17.89,24.76,19.91,406.33,1003.37,521.41
19750317,18.23,25.13,20.4,412.69,1016.05,528.67
19750318,18.49,25.48,20.76,418.37,1030,536.31
19750319,18.31,25.21,20.52,415.97,1018.2,533.58
19750320,18.19,25.05,20.38,411.9,1008.34,529.64
19750321,18.16,25.06,20.4,410.79,998.64,527.14
19750324,18.08,25.02,20.37,409.84,996.94,525.69
19750325,17.68,24.45,19.8,401.08,973.98,512.53
19750326,17.68,24.46,19.87,401.7,982.32,515.13
19750327,17.94,24.82,20.23,409.18,999.21,525.81
19750331,18.01,24.93,20.35,412.53,1002.08,526.96
19750401,18.02,24.96,20.41,412.31,1004.15,531.03
19750402,17.88,24.77,20.24,408.9,996.26,526.31
19750403,17.88,24.79,20.23,408.01,993.52,525.34
19750404,17.82,24.7,20.11,404.22,981.59,520.34
19750407,17.78,24.62,20.06,402.81,974.45,517.46
19750408,17.66,24.42,19.93,399.54,967.93,514.55
19750409,17.63,24.41,19.95,402.1,975.15,516.96
19750410,17.81,24.69,20.24,407.95,996.99,528.54
19750411,17.92,24.89,20.37,412.48,1006.26,536.37
19750414,18.11,25.02,20.65,415.94,1010.49,540.52
19750415,18.3,25.28,20.94,421.87,1027.25,549.64
19750416,18.4,25.38,20.94,423.91,1034.18,554.58
19750417,18.45,25.48,21.02,425.39,1036.48,559.44
19750418,18.57,25.66,21.19,429.33,1041.31,566.95
19750421,18.54,25.65,21.24,426.49,1029.8,561.59
19750422,18.78,25.96,21.55,431.27,1040.96,567.6
19750423,18.76,25.95,21.43,429.44,1038.06,566.43
19750424,18.63,25.74,21.19,424.68,1027.41,560.4
19750425,18.67,25.81,21.23,426.23,1026.69,559.49
19750428,18.82,26.03,21.41,430.13,1033.23,563.59
19750429,18.79,26.03,21.33,430.45,1027.44,561.64
19750430,18.59,25.78,21.13,426.54,1019.41,557.8
19750501,18.66,25.84,21.29,432.23,1042.62,569.4
19750502,18.77,25.99,21.39,435.59,1053.21,573.37
19750505,18.85,26.16,21.58,440.96,1066.88,581
19750506,19,26.33,21.74,444.74,1077.7,585.92
19750507,18.82,26.15,21.55,439.28,1059.86,579.93
19750508,18.87,26.33,21.75,440.4,1067.01,580.95
19750509,19.06,26.61,22.03,446.11,1072.01,585.68
19750512,19.29,26.9,22.35,452.05,1083.33,593.17
19750513,19.3,26.88,22.39,448.76,1083.86,594.98
19750514,19.37,26.99,22.49,449.93,1096.89,598.32
19750515,19.5,27.11,22.65,453.77,1105.45,602.64
19750516,19.46,27.11,22.6,451.87,1095.58,599.03
19750519,19.38,26.94,22.55,449.56,1084.81,591.35
19750520,19.37,26.95,22.6,449.99,1085.06,592.42
19750521,19.35,26.95,22.61,448.62,1077.74,592.19
19750522,19.18,26.73,22.36,442.65,1065.46,585.92
19750523,19.23,26.86,22.5,442.67,1070.92,588.43
19750527,19.41,27.11,22.79,447.34,1085,596.27
19750528,19.46,27.15,22.8,446.09,1082.01,595.87
19750529,19.45,27.11,22.67,444.24,1076.15,589.25
19750530,19.52,27.2,22.73,444.22,1078.23,586.94
19750602,19.89,27.59,23.16,453.85,1100.13,595.13
19750603,20.15,27.99,23.44,460.91,1116.66,602.69
19750604,20.22,28.11,23.47,462.6,1120.44,604.56
19750605,20.35,28.22,23.51,461.01,1118.71,601.56
19750606,20.4,28.31,23.57,461.75,1119.74,601.89
19750609,20.52,28.29,23.56,462.16,1118.52,600.05
19750610,20.33,28,23.34,456.18,1105.09,590.91
19750611,20.2,27.73,23.16,451.34,1097.3,584.63
19750612,20.25,27.76,23.13,452,1098.73,585.44
19750613,20.18,27.67,22.97,450.85,1093.03,582.01
19750616,20.26,27.76,23.07,452.73,1098.56,585.64
19750617,20.34,27.87,23.17,456.54,1110.26,591.77
19750618,20.2,27.74,22.99,453.29,1099.97,587.4
19750619,20.18,27.62,22.96,452.71,1097.97,585.69
19750620,20.47,28.04,23.33,461.93,1118.7,596.01
19750623,20.64,28.29,23.55,465.97,1125.62,600.52
19750624,20.83,28.62,23.82,471.43,1138.39,606.37
19750625,20.88,28.84,24,474.61,1144.34,611.79
19750626,20.98,29.06,24.16,475.92,1149.47,614.43
19750627,21.07,29.16,24.23,477.48,1151.16,616.4
19750630,21.19,29.31,24.37,477.72,1150.6,616.33
19750701,20.57,27.71,25.55,500.34,851.08,975.69
19750702,20.58,27.69,25.5,497.09,847.28,972.23
19750703,20.44,27.52,25.34,492.31,841.4,964.42
19750707,20.55,27.73,25.62,494.52,843.76,967.31
19750708,20.45,27.64,25.5,491.92,836.75,957.51
19750709,20.38,27.64,25.47,494.03,835.27,954.83
19750710,20.75,28.06,26,503.64,847.88,968.7
19750711,20.89,28.28,26.13,506.2,845.85,970.03
19750714,21.01,28.42,26.33,508.03,843.96,969.52
19750715,21.23,28.71,26.59,510.77,847.31,976.08
19750716,21.44,29.02,26.84,515.92,849.9,979.61
19750717,21.36,28.81,26.59,509.59,842.51,968.56
19750718,21.32,28.71,26.52,505.06,835.39,957.62
19750721,21.36,28.72,26.57,502.67,832.43,953.81
19750722,21.27,28.62,26.46,497.75,826.99,946.01
19750723,21.02,28.22,26.11,491.21,817.91,935.68
19750724,20.69,27.8,25.56,482.86,805.48,924.3
19750725,20.45,27.47,25.26,483.21,804.03,921.76
19750728,20.36,27.34,25.1,478.19,795.95,915.67
19750729,20.09,27.12,24.83,474.02,789.96,909.65
19750730,19.93,26.88,24.54,470.78,784.81,904.46
19750731,20,26.97,24.71,477.02,790.54,909.95
19750801,20.06,26.95,24.79,478.17,789.93,911.07
19750804,19.91,26.76,24.45,473.04,781.75,902.65
19750805,19.69,26.51,24.12,467.73,774.35,892.81
19750806,19.4,26.15,23.74,460.01,765.47,885.11
19750807,19.27,26.03,23.66,457.87,766.77,884.7
19750808,19.22,26.02,23.54,456.82,765.44,886.4
19750811,19.08,25.89,23.38,455.49,763.03,883.88
19750812,18.98,25.78,23.27,456.71,767.93,888.17
19750813,19.09,25.92,23.48,459.56,771.4,896.27
19750814,18.95,25.76,23.24,454.78,761.56,884.57
19750815,18.82,25.58,23.14,450.8,758.86,878.45
19750818,18.91,25.68,23.27,454.61,764.67,885.9
19750819,18.89,25.65,23.24,452.46,763.12,883.91
19750820,18.68,25.39,22.78,443,751.8,869.96
19750821,18.31,24.96,22.29,432.47,736.69,852.08
19750822,18.17,24.8,22.13,432.96,736.58,851.38
19750825,18.38,24.99,22.38,440.55,747.75,861.51
19750826,18.51,25.14,22.55,446.28,753.95,870.28
19750827,18.38,24.95,22.37,440.32,744.69,859.5
19750828,18.41,25.02,22.46,442.21,749.39,863.37
19750829,18.68,25.47,23.01,454.54,766.81,882.87
19750902,18.91,25.8,23.31,458.86,771.99,888.53
19750903,18.74,25.57,22.97,450.65,760.19,873.47
19750904,18.76,25.57,23.07,454.97,764.71,876.8
19750905,18.81,25.6,23.16,455.73,765.97,878.05
19750908,18.74,25.56,23.04,452.21,761.08,872.08
19750909,18.74,25.51,23.06,450.9,764.43,872.15
19750910,18.61,25.33,22.79,442.86,753.11,860.58
19750911,18.36,25.02,22.4,434.94,745.12,851.67
19750912,18.31,24.95,22.36,434.52,741.55,848.87
19750915,18.32,24.93,22.37,433.14,739.55,847.02
19750916,18.24,24.79,22.24,429.14,737.07,841.13
19750917,18.05,24.55,22.08,425,729.41,833.89
19750918,18.01,24.49,22.1,426.45,731.78,835.49
19750919,18.17,24.68,22.36,436.15,746.18,851.48
19750922,18.49,25.03,22.8,448.75,761.48,872.71
19750923,18.44,25.03,22.68,446.19,755.96,862.56
19750924,18.37,24.97,22.67,445.41,754.96,861.97
19750925,18.51,25.16,22.88,450.61,761.86,870.54
19750926,18.47,25.11,22.83,450.99,762.22,866.84
19750929,18.49,25.12,22.92,456.33,766.38,870.73
19750930,18.4,24.93,22.71,450.84,757.02,858.39
19751001,18.17,24.64,22.47,440.72,748.7,845.87
19751002,18.01,24.42,22.12,436.04,740.02,835.69
19751003,18.02,24.44,22.2,441.91,746.19,845.05
19751006,18.19,24.7,22.56,454.85,765.19,865.89
19751007,18.29,24.84,22.68,459.35,773.8,875.2
19751008,18.26,24.81,22.59,458.07,773.17,874.68
19751009,18.38,24.94,22.75,464.31,783.44,885.97
19751010,18.43,24.96,22.75,466.17,787.01,890.96
19751013,18.43,24.95,22.81,465.31,787.32,888.69
19751014,18.54,25.13,23.03,472.71,799.35,900.39
19751015,18.6,25.21,23.06,472.29,797.63,901.53
19751016,18.57,25.21,23.02,474.11,798.57,898.38
19751017,18.64,25.29,23.06,475.46,800.57,898.91
19751020,18.54,25.19,22.96,471.78,796.7,893.03
19751021,18.6,25.23,23.07,477.42,806.22,900.56
19751022,18.73,25.37,23.12,482.79,813.15,907.81
19751023,18.74,25.36,23.21,482.29,815.96,908.65
19751024,18.83,25.44,23.31,487.17,821.73,910.43
19751027,18.78,25.41,23.16,480.53,809.73,897.12
19751028,18.74,25.36,23.14,479.86,809.4,895.39
19751029,18.83,25.5,23.27,484.23,816.84,901.29
19751030,18.62,25.21,22.97,477.68,805.73,889.21
19751031,18.6,25.17,22.94,476.44,805,886.91
19751103,18.61,25.13,22.97,476.18,803.05,881.31
19751104,18.51,25.03,22.83,471.44,796.49,870.1
19751105,18.5,25.05,22.89,473.82,800.78,873.62
19751106,18.64,25.24,23.04,481.09,808.81,875.92
19751107,18.71,25.33,23.14,485.66,812.83,877.71
19751110,18.71,25.35,23.15,484.96,812.41,873.88
19751111,18.66,25.27,23.09,480.07,813.99,874.88
19751112,18.77,25.39,23.16,485.32,818.73,880.36
19751113,19.02,25.63,23.46,493.44,830.96,893.67
19751114,19.09,25.68,23.46,492.69,829.01,895.01
19751117,19.1,25.67,23.48,491.04,828.58,893.67
19751118,19.14,25.69,23.5,491.53,833.52,898.28
19751119,19.07,25.64,23.32,490.3,829.16,892.74
19751120,18.91,25.43,23.12,482.69,822.38,880.39
19751121,18.88,25.44,23.07,482.68,819.33,875.04
19751124,18.87,25.44,23.12,484.05,819.01,873.01
19751125,18.85,25.42,23.17,484.24,821.02,874.36
19751126,18.91,25.55,23.25,488.18,828.92,884.26
19751128,18.99,25.62,23.35,490.13,831.15,886.81
19751201,19,25.74,23.32,492.89,834.3,891.47
19751202,18.93,25.67,23.19,489.41,828.87,886.57
19751203,18.64,25.37,22.77,479.12,817.47,871.64
19751204,18.22,24.88,22.28,466.78,801.25,853.72
19751205,18.16,24.79,22.21,468.81,801.88,855.63
19751208,18.09,24.75,22.13,461.28,793.17,846.25
19751209,18,24.61,22.08,462.79,794.13,848.94
19751210,17.91,24.52,21.93,462.54,795.56,850.48
19751211,17.99,24.63,22.11,468.14,802.38,859.31
19751212,18.02,24.67,22.09,468.64,800.17,856.17
19751215,18.01,24.69,22.04,470.21,800.08,854.38
19751216,17.94,24.64,21.94,471.61,803.09,855.17
19751217,18.05,24.76,22.08,475.26,810.38,865.7
19751218,18.1,24.86,22.2,476.49,812.35,869.22
19751219,18.19,24.98,22.33,478.85,815.01,872.29
19751222,18.19,24.98,22.31,475.43,809.32,866.08
19751223,18.09,24.85,22.16,470.35,803.62,860.35
19751224,18.15,24.94,22.19,477.64,808.59,864.26
19751226,18.3,25.13,22.33,480.99,814.88,872.57
19751229,18.48,25.33,22.49,487.1,821.82,880.61
19751230,18.49,25.31,22.46,485.34,819.94,880.56
19751231,18.46,25.3,22.4,483.73,817.03,876.5
19760102,18.79,25.8,22.83,486.64,822.36,882.2
19760105,19.07,26.06,23.06,491.73,827.32,890.18
19760106,19.46,26.56,23.44,500.52,842.02,906.4
19760107,19.81,27.03,23.8,506.54,851.3,917.73
19760108,19.82,27.19,23.94,508.01,856.54,922.52
19760109,19.97,27.38,24.12,513.87,861.65,928.69
19760112,20.14,27.6,24.32,518.02,865.12,931.1
19760113,20.42,27.94,24.59,526.71,875.53,944.3
19760114,20.33,27.8,24.45,521.27,870.46,936.4
19760115,20.73,28.24,24.96,531.48,885.75,948.74
19760116,20.74,28.28,24.96,529.24,882.49,942.34
19760119,20.92,28.46,25.17,533.56,887.27,944.08
19760120,21.24,28.87,25.51,543.09,898.69,953.47
19760121,21.39,29.05,25.68,545.02,904.37,957.4
19760122,21.45,29.1,25.72,540.83,900.14,951.41
19760123,21.63,29.25,25.93,539.48,898.77,947.72
19760126,21.98,29.63,26.37,545.25,909.06,958.51
19760127,22.21,29.93,26.54,547.19,910.96,964.77
19760128,22.2,30.01,26.52,543.37,904.14,960.69
19760129,22.08,29.85,26.39,541.2,898.2,958.54
19760130,22.49,30.25,26.84,550.12,913.62,974.35
19760202,22.48,30.3,27.14,555.2,920.58,983.73
19760203,22.61,30.42,27.29,558.2,921.07,982.73
19760204,22.79,30.57,27.43,561.41,923.88,987.07
19760205,23.13,31.04,27.87,565.66,930.79,994.42
19760206,22.95,30.75,27.6,556.9,917.33,980.42
19760209,22.76,30.6,27.45,551.9,908.59,971.3
19760210,23.02,30.86,27.7,554.74,910.59,971.74
19760211,23.27,31.14,27.95,561.37,918.81,977.09
19760212,23.46,31.46,28.23,566.33,922.2,980.96
19760213,23.56,31.6,28.36,564.6,917.53,976.92
19760217,23.61,31.68,28.4,561.93,912.7,971.86
19760218,23.75,31.78,28.43,560.68,907.45,964.04
19760219,24.12,32.16,28.85,566.04,914.74,969.13
19760220,24.7,32.75,29.37,575.52,929.6,982.59
19760223,24.97,33,29.63,577.84,937.26,987.61
19760224,24.99,32.99,29.64,578.64,932.53,984.71
19760225,25.24,33.26,29.85,582.42,937.74,986.75
19760226,25.23,33.28,29.87,584.66,934.2,984.05
19760227,24.88,32.85,29.5,577.73,921.47,968.74
19760301,24.87,32.9,29.28,575.69,919.81,964.53
19760302,24.97,32.95,29.35,577.57,923.79,966.65
19760303,25.31,33.36,29.63,583.81,927.8,970.96
19760304,25.27,33.36,29.54,581.74,922,964.47
19760305,25.03,33.02,29.33,576.7,912.5,954.78
19760308,24.96,33.03,29.4,577.81,913.68,955.69
19760309,25.28,33.32,29.66,584.55,924.01,963.6
19760310,25.33,33.33,29.6,584.28,927.44,966.39
19760311,25.44,33.38,29.67,587.78,930.85,969.63
19760312,25.55,33.5,29.87,593.85,939.41,977.35
19760315,25.29,33.26,29.6,588.12,931.32,968.92
19760316,24.92,32.88,29.24,580.97,921.18,957.78
19760317,25.13,33.03,29.34,588.55,930.73,968.08
19760318,25.28,33.16,29.4,588.59,928.71,969.11
19760319,25.13,33.03,29.2,583.11,925.53,967.09
19760322,25.13,33,29.2,584.77,926.03,968.66
19760323,25.12,33.04,29.17,585.11,926.39,970.4
19760324,25.25,33.19,29.35,590.12,939.75,986.35
19760325,25.43,33.43,29.63,595.47,948.32,1000.01
19760326,25.26,33.33,29.49,589.94,942.44,995.93
19760329,25.39,33.44,29.6,591.35,944.05,994.99
19760330,25.31,33.33,29.54,589.98,940.13,990.59
19760331,25.17,33.18,29.4,589.91,936.63,984.63
19760401,25.26,33.35,29.25,592.65,943.73,993.97
19760402,25.23,33.33,29.23,587.87,941.26,987.95
19760405,25.24,33.36,29.28,588.1,942.37,987.64
19760406,25.47,33.67,29.6,595.61,952.69,1000.82
19760407,25.5,33.73,29.58,596.34,950.85,1000.68
19760408,25.19,33.26,29.11,587.74,941.37,987.75
19760409,24.86,32.79,28.74,579.21,933.91,978.27
19760412,24.58,32.38,28.37,568.65,925.99,968.19
19760413,24.51,32.21,28.28,568.62,923.3,968.11
19760414,24.51,32.24,28.26,573.57,930.21,975.2
19760415,24.46,32.17,28.2,569.95,921.97,971.34
19760419,24.5,32.29,28.29,572.51,924.86,975.33
19760420,24.66,32.52,28.5,575.57,929.74,984.08
19760421,25.08,33.01,28.9,584.77,940.26,1002.43
19760422,25.18,33.2,29.04,585.46,943.88,1006.59
19760423,25.21,33.27,29.08,585.18,941.44,1004.09
19760426,25.14,33.07,28.99,581.42,935.59,995.82
19760427,25.13,33.11,29,582.52,936.14,996.74
19760428,24.98,32.95,28.83,578.4,929.95,993.88
19760429,24.95,32.9,28.86,580.14,931.87,996.27
19760430,24.97,32.94,28.92,581.83,931.34,995.15
19760503,25.02,33.06,29.1,581.21,929.15,990.61
19760504,24.74,32.74,28.83,575.2,923.24,982.02
19760505,24.81,32.82,28.93,578.41,927.73,988.86
19760506,24.75,32.61,28.86,576.44,921.27,985.8
19760507,24.77,32.76,28.9,580.01,922.31,989.62
19760510,24.93,32.94,29.18,582.68,928.94,998.1
19760511,25.18,33.22,29.46,589.81,939.97,1009.89
19760512,25.21,33.3,29.56,587.57,938.73,1009.26
19760513,25.19,33.29,29.58,587.36,937.38,1006.61
19760514,25.1,33.21,29.5,584.68,932.58,999.33
19760517,24.97,33.11,29.32,581.11,923.71,993.01
19760518,24.83,32.99,29.16,578.83,920.88,990.93
19760519,24.84,33.02,29.12,580.37,921.17,993.32
19760520,24.85,33.02,29.04,581.6,918.87,994.28
19760521,24.92,33.15,29.23,585.04,922.27,1005.2
19760524,24.85,33.06,29.19,581.2,916.97,999.74
19760525,24.44,32.53,28.63,570.65,900.05,982.93
19760526,24.24,32.25,28.47,567.23,900.65,983.35
19760527,24.23,32.22,28.54,568.29,899.71,982.56
19760528,24.06,32.07,28.4,566.48,900.56,981.34
19760601,24.31,32.28,28.69,568.27,912.32,991.53
19760602,24.22,32.25,28.59,566.2,909.4,989.47
19760603,24.22,32.28,28.66,567.89,911.87,993.56
19760604,24.17,32.29,28.65,568.53,910.73,993.14
19760607,23.96,32.05,28.35,563.1,903.05,983.32
19760608,23.73,31.78,28.06,557.23,900.2,978.56
19760609,23.71,31.75,28.03,557.4,901.68,980.67
19760610,23.69,31.73,28.05,557.25,900.25,981.1
19760611,23.83,31.86,28.3,562.14,907.72,988.65
19760614,24.11,32.11,28.55,568.94,918.47,1001.92
19760615,24.31,32.45,28.81,574.58,928.59,1011.21
19760616,24.28,32.47,28.77,572.93,924.91,1008.43
19760617,24.4,32.58,28.96,578.61,929.78,1013.87
19760618,24.67,32.93,29.27,592.01,942.95,1028.12
19760621,24.74,33.04,29.37,592.91,943.39,1031.34
19760622,24.79,33.17,29.45,594.42,948.83,1034.98
19760623,24.68,33.04,29.3,591.28,941.89,1027.4
19760624,24.6,32.96,29.21,590.44,941.06,1024.29
19760625,24.73,33.16,29.41,595.67,947.59,1027.84
