,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
201111,153.3992,151.3709,146.0499,155.3491,147.8697,916.1176,869.6417,882.118,792.5176,793.9088,2026.9823,2054.269,2089.5358,1928.6979,1763.996,4953.5316,4885.6582,4456.3401,4632.4958,3907.1522,42725.215,31784.7441,32086.984,20707.8176,23469.248
201112,153.626,150.3652,142.4487,156.3502,144.9827,912.0628,862.4465,910.6187,789.9367,773.8489,2025.2835,2053.1273,2049.7062,1911.6364,1741.6103,5012.0072,4836.9176,4508.9924,4503.1067,3765.8793,43021.2677,31625.5255,31296.5647,19985.9584,22129.922
201201,157.8718,151.9827,144.8693,158.1499,149.9497,916.495,869.5452,906.9537,808.809,782.5145,2049.288,2046.4586,2041.832,1891.9856,1702.4871,5138.5781,4852.4372,4383.6618,4347.8059,3684.6949,44244.0624,31145.4864,31599.4373,19963.8501,21473.2308
201202,168.4708,165.5218,159.9534,177.8219,166.0541,957.5362,916.4,980.9434,875.9247,870.3866,2099.384,2130.2866,2159.6766,2037.4084,1892.3098,5316.8156,5048.9696,4566.8957,4720.1366,4162.6835,44147.8688,33217.2703,33603.5652,21594.0106,24108.1677
201203,166.5573,168.4862,164.3653,177.823,173.2799,982.5659,940.9543,1033.5782,910.0634,906.8103,2127.7115,2224.7919,2220.3262,2145.7093,2028.4399,5381.7551,5201.9874,4763.2379,5042.7927,4446.3662,44694.3699,34729.0078,35869.5835,22805.871,25688.6096
201204,174.5252,169.8671,173.3461,186.4355,183.0364,1012.7256,961.6364,1067.0433,939.6063,922.8685,2212.9109,2254.8961,2267.1891,2163.5532,2006.7499,5540.9878,5316.9415,4794.4933,5104.0942,4489.1166,45733.9257,36037.6904,37462.6527,23329.1327,27152.4106
201205,172.3341,167.6175,171.8171,183.196,180.8407,1019.6038,944.8144,1041.2984,921.249,883.143,2198.1374,2256.5568,2212.7196,2164.88,1959.7493,5678.7178,5334.9191,4712.297,4967.0777,4463.3739,46089.6584,35821.5208,36840.0284,22742.6236,26653.4218
201206,167.7989,160.0206,157.1999,166.6111,167.0953,978.9988,903.4756,980.7215,819.6399,783.9088,2104.0479,2167.4553,2024.0798,1977.8179,1742.0837,5501.5368,5088.869,4279.5119,4343.7614,3872.612,44976.8768,32729.3123,34172.306,20862.9536,22908.7086
201207,154.3444,142.9472,148.7631,153.5002,160.2401,870.8663,878.3595,853.9218,836.7095,838.3543,2001.0335,1902.802,1920.5404,2020.7271,1926.9975,4607.936,4672.4408,4308.8509,4725.5735,4356.3535,43416.5616,32261.1632,36974.8352,19826.0698,25162.7154
201208,152.9459,142.4058,147.2897,152.1026,154.8193,855.7887,858.3389,844.6838,827.4668,830.0696,1955.1465,1867.6702,1919.3038,2007.687,1880.0998,4663.2132,4591.7906,4304.8114,4745.0799,4231.7748,44903.7617,32326.7987,37536.081,19826.065,24418.7096
201209,156.7858,148.5575,150.3662,159.0284,162.9458,874.619,875.3262,869.4295,851.7059,865.5961,1978.8606,1928.8154,2002.5269,2103.8347,1994.5407,4740.0645,4751.8599,4523.6555,4985.0063,4437.3234,44362.3571,33111.3294,39044.1512,20729.0347,26033.7341
201210,165.0358,156.5673,157.4756,168.4157,173.6762,915.8839,903.257,899.521,882.9957,905.1789,2048.0744,1948.3449,2048.0773,2156.2635,2051.2351,4828.7036,4815.9544,4645.2288,5110.1225,4533.8268,45597.8612,33327.3221,40465.1222,21219.4498,26813.5173
201211,162.6974,154.1326,159.0805,162.709,166.8923,880.1606,879.8778,890.6691,849.4449,880.9478,2041.6576,1936.5998,2014.0232,2157.8495,2023.3371,4796.448,4795.0785,4551.7285,5187.6715,4536.9551,44528.8829,32489.9048,38816.9204,21021.295,27834.3022
201212,163.3439,155.0814,159.0382,166.8128,170.1714,878.104,876.0905,903.7756,856.4178,888.3542,2048.4611,1965.9008,2077.1261,2196.6391,2091.2777,4837.4493,4883.5472,4703.9044,5199.6688,4586.6676,44240.183,32770.8516,38678.8603,21414.6918,27297.8094
201301,168.09,160.2086,167.0526,171.9934,179.9756,886.1785,906.8414,936.6853,885.6945,926.4704,2052.8472,1983.4839,2099.5516,2300.1086,2225.5477,4782.0546,4990.1084,4775.8303,5446.0443,4873.7325,43613.8869,33074.1022,38940.9632,22141.2591,29391.6047
201302,174.1482,168.0343,176.3663,182.4206,195.8741,929.2239,968.6504,996.4856,947.9637,1018.9563,2162.9744,2100.7199,2249.0656,2451.023,2411.6601,5067.1089,5409.7029,5152.0355,5835.4743,5225.0297,45512.2855,34801.6466,40123.0304,23326.6719,31695.5833
201303,176.5692,169.1702,179.0025,182.8276,198.0087,945.7565,979.8175,1013.0681,971.9655,1015.6055,2200.0772,2135.7093,2246.8654,2447.8717,2452.6537,5118.5173,5463.7286,5198.3668,5878.9332,5162.5513,46268.1277,34941.5147,40453.831,23022.7473,31642.649
201304,186.8857,178.8105,188.2626,194.265,208.9849,995.4996,1035.8892,1061.7496,1011.0936,1083.0731,2312.9252,2251.8653,2373.8864,2525.5177,2555.2237,5425.6066,5753.8138,5362.4748,6146.2294,5334.9196,48332.3273,35996.9482,41407.4783,23978.7172,33163.8065
201305,186.5203,179.8998,187.311,193.9641,218.3057,997.6478,1027.2082,1055.6751,996.6338,1082.9421,2325.3206,2251.7102,2326.5799,2530.8508,2477.8919,5525.1449,5818.0246,5379.1706,6131.4347,5458.4967,49420.6245,36554.9081,41961.4439,23997.4712,34234.4462
201306,191.9775,187.5168,202.3576,210.8429,236.2164,1039.0943,1079.1359,1126.963,1062.3991,1134.8068,2548.5504,2339.1237,2401.2283,2682.824,2594.1539,5518.0336,5906.3659,5648.4564,6461.0981,5686.4924,48761.7541,37790.9116,43998.3351,25017.5229,36833.7682
201307,208.0998,185.0315,183.3828,198.6959,183.1577,1061.2689,1080.9633,1056.8683,1010.324,1032.784,2315.619,2350.0088,2268.8864,2461.0328,2502.0512,5696.3954,5619.957,5685.7774,5459.5135,5324.1736,50100.1666,42226.5608,36613.9386,22814.5711,34041.9882
201308,224.9727,201.8701,202.9726,219.4937,196.8498,1131.7759,1156.8735,1142.8427,1104.0612,1099.3786,2502.1912,2523.2171,2430.3643,2656.4288,2725.4182,6010.1759,5952.8512,6170.5131,5850.5897,5666.259,52177.8749,44396.0355,38674.7142,23429.6698,36747.5333
201309,218.377,195.7333,203.6075,212.3715,191.7129,1087.1579,1124.4595,1114.7513,1090.0118,1065.8085,2399.4096,2463.8681,2384.8027,2547.0818,2660.763,5790.9311,5771.8548,6031.4385,5724.5011,5520.4879,49589.1193,43538.4433,37365.0815,23149.9743,35891.2837
201310,236.6608,206.6822,216.4278,226.8097,209.9519,1147.1152,1194.6736,1195.4603,1165.219,1150.4015,2489.3057,2598.0986,2531.4614,2737.6578,2841.4403,5945.4564,5997.4093,6394.1072,6104.1439,5966.5585,50223.5265,45076.4879,38739.9314,24127.9953,36838.4867
201311,243.0917,213.1005,217.8834,230.5768,218.4402,1185.6057,1208.0608,1231.8098,1175.0088,1169.4703,2613.8247,2705.9887,2607.5105,2816.7139,2932.0306,6061.8195,6176.4662,6567.0306,6376.6266,6180.1001,52223.5848,47413.8081,40429.1574,24838.7745,38141.0702
201312,257.83,229.5252,232.0645,246.4574,236.9819,1272.2506,1266.9921,1291.0193,1212.9411,1207.4458,2681.1429,2813.7134,2709.0919,2913.4592,3021.6396,6153.4541,6272.2336,6593.9128,6500.8858,6306.4684,53265.0678,49200.0804,41444.4684,25833.0563,39968.9088
201401,256.9682,231.3758,239.0166,255.1991,254.6499,1273.4158,1283.8733,1312.6967,1254.5882,1251.7791,2667.4647,2887.7328,2823.6015,3006.7931,3162.4799,6226.1,6483.4553,6792.3031,6755.8375,6551.6983,53781.0542,50667.3611,42595.1483,26539.5676,41225.8315
201402,252.8609,225.1411,237.3099,251.3539,253.2785,1264.0465,1250.0195,1243.6812,1186.2721,1171.1174,2618.6378,2843.1342,2731.1025,2907.1566,3124.2864,6097.2116,6425.4037,6592.6705,6411.3868,6375.5259,51888.5805,48674.6932,40819.979,25379.1223,39902.9791
201403,262.2629,240.3207,244.6025,268.7548,272.2236,1285.9184,1305.8386,1296.83,1270.0777,1249.3052,2708.108,2969.4737,2847.6482,3105.4035,3339.0961,6375.9868,6695.5516,6966.9586,6792.9309,6875.853,54296.4931,51114.677,42546.9073,26477.3165,41574.1267
201404,265.7167,242.3686,240.2806,273.4582,272.2212,1296.636,1289.2541,1301.7545,1273.068,1252.3416,2690.3519,2965.7941,2785.0655,3103.5111,3325.6862,6428.4251,6720.5095,6895.3687,6816.5255,6887.1194,55013.7991,50770.0331,43133.423,26608.5007,41166.4752
201405,253.1171,227.3672,229.017,260.3156,258.2764,1254.2463,1241.2164,1248.0248,1246.0389,1247.1701,2632.9727,2866.436,2695.9304,3086.4772,3228.1538,6453.7155,6628.02,6682.8787,6749.7694,6868.6534,56238.3417,48940.4146,42700.7254,26673.8896,40361.3277
201406,251.2217,227.8456,228.8761,257.8083,258.3132,1269.4749,1258.583,1249.4667,1226.0431,1251.9249,2633.4659,2921.4544,2729.5127,3118.8013,3305.7634,6550.25,6822.2902,6839.9356,6861.2657,6978.8974,56341.1026,50611.4317,43689.011,27504.6441,40529.0639
201407,184.936,227.275,236.8039,222.5955,230.528,1247.34,1212.9185,1252.6662,1281.6265,1200.4977,2865.6037,3025.0878,2928.798,2968.3062,3084.4069,7170.7314,6900.2649,6722.8516,6702.225,6451.7803,51673.9795,57363.3811,41677.4013,38810.3084,29357.2371
201408,175.2498,217.8224,223.9564,209.8408,215.5503,1159.836,1162.7706,1178.6623,1203.73,1103.8058,2670.5004,2902.2457,2798.0917,2785.1436,2921.5305,7013.6656,6707.7123,6587.9766,6247.4184,6122.5116,51206.6046,56944.6555,40325.0105,38353.0581,28876.6401
201409,182.4369,225.3414,233.0609,217.6585,224.7783,1201.0013,1209.9605,1230.4933,1278.2748,1176.5315,2853.5005,3021.5602,2918.5306,2930.6834,3076.5683,7386.486,6963.6326,6886.8441,6528.2397,6576.3949,53422.2625,58777.4227,41615.7843,39573.0653,29964.4828
201410,175.5372,214.4211,221.6908,203.0235,205.512,1157.1401,1172.7482,1167.403,1174.7667,1066.8974,2706.1418,2919.2453,2774.0988,2724.2797,2844.2907,7135.4342,6811.6747,6664.1679,6139.3965,6119.2753,53717.8779,57480.9183,40693.5435,38364.5119,28667.3019
201411,187.9123,230.6525,237.5926,217.1606,212.3567,1259.6435,1262.3745,1247.5755,1235.3507,1103.0702,2937.5256,3090.2662,2885.1969,2849.9527,2898.0526,7530.2652,7056.1586,6771.2608,6175.3598,6075.19,55359.4928,58841.1137,41289.4002,38116.2886,28183.5781
201412,186.0727,228.9081,235.6535,211.64,211.1254,1267.0595,1260.3876,1247.9601,1241.3865,1076.738,3003.2216,3166.1397,2937.5826,2860.9374,2870.5645,7661.6253,7278.3687,6934.3665,6383.9982,6036.495,57180.9683,60987.2036,42257.8242,37219.3083,27837.1222
201501,197.1915,240.8275,247.6347,218.7424,219.835,1307.8465,1289.1199,1285.0978,1274.8999,1088.1032,3119.4404,3204.2412,2939.1551,2880.0015,2841.4055,7613.3292,7337.6549,6963.4868,6344.4726,5996.5238,56452.4814,61057.7415,42437.577,37610.1223,27619.0293
201502,187.3448,229.0663,240.7211,207.7039,208.4999,1277.0963,1241.4312,1218.951,1208.2048,1012.4166,3155.5556,3141.5939,2881.8609,2721.2202,2696.4094,7699.7356,7219.0985,6804.8904,6169.1004,5702.4931,56107.3562,59726.297,39996.3373,34321.7883,25537.279
201503,199.0141,236.6046,254.3652,223.8172,225.4448,1334.3793,1330.8278,1300.0879,1301.3183,1103.3004,3265.415,3331.1409,3079.7894,2972.0514,2912.8121,7967.5693,7677.0118,7353.7488,6721.7183,6349.4445,57625.0406,63058.6907,43281.7004,36807.02,27472.024
201504,207.0302,242.068,256.9208,226.5824,226.4622,1388.2212,1353.8303,1323.3231,1346.1901,1131.8373,3261.213,3385.9799,3137.2962,2998.6864,2916.2983,8119.7743,7704.7768,7352.8483,6718.3254,6365.6893,56667.7912,61507.6305,42260.9837,36090.2625,26545.3801
201505,204.7947,236.3298,249.5107,223.7716,222.8616,1352.8022,1319.5486,1317.5336,1324.5249,1121.1082,3145.3474,3318.7607,3062.116,2991.4159,2904.0947,7978.3648,7570.4928,7232.7026,6732.7231,6320.9686,56078.4204,62550.8539,43024.4577,37478.7511,27506.9174
201506,206.0367,244.6641,246.524,226.115,228.5332,1416.5565,1346.4595,1328.1468,1348.8698,1121.568,3298.6804,3345.2721,3186.1587,3078.9358,2938.926,7934.9324,7698.1964,7476.2125,6839.8122,6147.1134,56694.1297,63043.6222,43221.1854,37383.2183,27205.7708
201507,178.8633,202.9415,211.063,207.3035,196.8544,1143.5035,1127.5788,1119.751,1175.5684,1133.4705,2704.3277,2758.5282,2685.3805,2803.3032,2789.753,6534.5233,6387.7058,7224.4768,6325.8467,6237.5588,61106.3076,51564.6931,43460.0959,35670.6948,32907.4591
201508,173.3417,194.5005,201.4186,193.9219,180.0248,1129.3621,1109.5761,1101.3645,1166.1346,1085.1696,2783.781,2782.9148,2602.4531,2698.5773,2649.6939,6748.6126,6509.5268,7278.3601,6321.5531,5945.5935,63568.8333,52021.262,43705.2528,35043.5275,32899.1577
201509,166.8111,187.6037,193.6487,188.5368,173.5334,1054.0477,1058.8091,1058.9451,1103.9416,1003.6383,2630.5274,2669.5798,2472.5198,2548.009,2484.0431,6335.2767,6136.4406,6908.374,5887.5817,5517.7594,59794.6647,48912.0695,40314.2032,32885.7366,30538.057
201510,161.7267,180.1562,186.2116,174.9471,159.646,986.7284,1011.5647,1007.8091,1031.3914,891.1038,2557.868,2562.181,2347.707,2386.281,2235.1563,6209.3841,5944.9002,6577.1019,5570.1316,5009.4674,58877.6303,48580.0697,38837.6248,30888.9238,28265.8062
201511,171.852,192.1661,196.0837,188.0279,168.1172,1032.0938,1072.1384,1068.779,1094.31,949.8138,2660.5146,2655.7698,2556.6243,2539.4899,2384.4449,6347.6886,6311.6793,6960.1006,6031.8259,5375.7646,62919.084,52618.9708,41891.699,33520.7728,30378.4845
201512,178.2843,195.8216,201.4801,197.7217,174.7383,1071.4912,1101.8917,1111.5802,1155.7721,996.5394,2706.0812,2719.0067,2600.2932,2594.8277,2423.5905,6383.9385,6394.0947,6972.9428,6107.1826,5363.2965,63014.6265,52460.0138,41583.1018,33972.7837,29768.1634
201601,172.861,189.3405,190.053,187.4956,163.8721,1042.938,1046.5984,1055.1154,1082.5073,909.9367,2626.4534,2604.8873,2460.7785,2398.8678,2247.6031,6295.427,6136.9789,6633.5902,5795.0065,5078.2045,62942.8792,52254.4279,40723.4683,32317.9401,27798.3447
201602,160.5293,177.422,179.3419,170.8209,144.646,960.4584,953.0711,972.188,981.7012,779.4076,2465.3162,2429.7948,2272.4976,2185.548,2015.5314,5969.4859,5810.3522,6200.4084,5148.2104,4465.7228,61834.7125,49644.2246,38154.0287,28764.7917,24029.4342
201603,160.1176,174.7904,180.6615,169.631,144.7804,936.9539,970.3032,988.748,991.751,792.748,2507.8917,2444.7362,2283.4959,2186.2222,2037.6096,6029.8309,5846.3865,6204.7808,5210.0023,4365.0111,61482.771,49557.8673,37992.149,28208.1043,23182.3301
201604,168.0366,184.3831,192.7005,186.3534,158.8484,1003.0341,1026.634,1064.6427,1089.8724,882.0535,2660.4304,2586.7302,2442.354,2353.2439,2262.9594,6434.3088,6195.4558,6804.5884,5766.4743,4880.0344,64744.8321,53283.5584,40342.1496,30205.7537,25355.011
201605,173.1138,193.4451,197.9057,192.4103,167.3278,1006.2022,1028.6275,1081.4268,1105.1759,928.8786,2613.4041,2605.7909,2476.4054,2398.8498,2343.534,6476.2151,6312.8198,6805.9341,5937.8772,5174.2811,64617.1952,53098.7485,41110.3742,31567.0649,26637.5927
201606,173.3862,197.92,197.7821,193.5706,164.4418,1040.5654,1053.1818,1101.5427,1130.1284,938.5212,2670.2172,2662.7361,2525.9737,2412.5128,2312.0601,6626.1861,6417.5472,6890.7167,6124.1183,5241.3769,65575.7593,53546.8877,42125.9532,31861.1225,26979.5614
201607,137.9041,199.6303,192.2618,211.1549,171.8283,1050.167,1009.3057,1006.7858,1051.1082,1001.3563,2428.5692,2418.5427,2375.7475,2417.2498,2364.092,6347.5168,5798.3481,6775.8599,6046.1255,5638.2183,63857.8357,56330.8391,36799.8605,29664.736,35430.2511
201608,143.0323,213.4603,204.1989,223.8587,183.9006,1088.4492,1063.0287,1065.3715,1127.3219,1087.6261,2508.396,2524.5228,2519.6875,2583.2198,2601.1483,6432.1124,6066.7498,7032.7481,6369.4628,5979.6215,64982.7178,59078.1685,37825.2132,31053.3085,37056.8483
201609,147.5677,219.8803,210.0932,237.5029,191.5786,1096.4307,1078.5808,1098.9659,1146.0401,1125.562,2472.1021,2548.4148,2572.638,2680.4447,2717.9534,6345.1354,6083.7972,7201.5128,6473.112,6285.0944,63709.4504,59217.9545,37912.6551,31388.86,40053.8013
201610,151.1747,228.1367,216.7831,252.1679,210.3566,1104.6865,1081.2546,1108.8078,1157.962,1201.0197,2500.5255,2547.0959,2599.5639,2675.4804,2772.5418,6300.7169,6041.4176,7286.6751,6526.1408,6191.4949,63545.4425,59598.2704,37170.4527,32252.4597,40550.287
201611,146.5343,220.5869,206.6469,237.7033,186.15,1071.8279,1053.2241,1056.9758,1109.6591,1063.6411,2631.4366,2489.7356,2524.5195,2593.1791,2581.4021,6167.2898,5995.7961,7050.8341,6384.1683,5929.6142,62369.9772,57861.8751,36614.2144,31854.4221,41555.505
201612,161.6039,249.3948,231.3382,268.3936,215.9571,1192.1586,1165.7201,1189.3916,1261.2531,1228.8144,2707.7211,2735.156,2838.5526,2889.7131,2960.2766,6285.0602,6377.3163,7454.2664,6864.3597,6925.9717,62154.3632,59472.5604,38965.8854,34974.919,48546.2708
201701,171.6132,265.9613,241.0132,281.2964,233.6579,1236.3514,1198.8579,1243.8169,1315.2613,1211.362,2738.777,2788.7401,2880.3276,2950.3488,2980.8713,6402.4539,6387.845,7458.7469,6970.7029,7044.7102,63655.6067,60008.841,39342.9395,35981.2698,49930.4765
201702,170.7568,258.1461,238.8924,279.8697,235.3699,1209.0155,1186.3593,1274.0679,1315.5937,1245.5048,2754.5348,2859.9824,2922.5076,3000.317,3036.9672,6526.9929,6447.9733,7646.4303,7250.4562,7186.3064,64318.5094,61624.6741,40770.2862,36688.8349,50292.3721
201703,170.3835,260.1253,238.1793,299.3747,242.6446,1223.1128,1210.2746,1286.119,1349.4633,1253.839,2779.664,2915.4593,2974.8312,3036.3698,3123.1697,6770.2763,6640.1152,7745.442,7460.8613,7542.2227,67495.567,63509.3779,42166.7129,37304.1773,51981.8824
201704,175.0193,266.678,241.488,302.9884,250.0438,1223.9248,1192.5987,1287.5466,1337.8532,1259.4914,2835.0177,2900.8583,2993.9523,3008.2808,3170.251,6815.0661,6646.2721,7806.1449,7442.5876,7363.3422,67453.6962,64362.5188,41934.7571,36908.5945,51399.6511
201705,179.2254,274.8914,242.8102,308.9028,241.4178,1245.4187,1206.0211,1315.214,1358.1439,1291.8497,2837.7752,2956.2782,3038.5052,3067.5228,3118.0066,6863.4496,6736.5803,8038.2502,7495.2803,7191.9509,68025.1872,65741.5267,42261.0472,36896.154,50894.1904
201706,178.5979,270.8242,233.4856,301.6313,236.7034,1204.729,1172.2551,1305.3771,1312.6186,1242.3831,2800.1313,2966.1163,2998.2618,2998.4036,3007.5792,6889.4125,6724.4863,7988.0677,7516.3433,7080.8298,69751.5907,66939.5166,42015.3551,36276.4841,50312.739
201707,164.1498,214.3721,246.7732,248.4898,230.1648,1223.4082,1217.7787,1248.2856,1187.4292,1187.0339,2968.5986,2909.2092,2979.1887,2883.1926,2711.9879,7337.7698,7140.4309,7500.0916,7110.3242,6874.3514,51231.0313,78183.3305,53576.0598,46013.9037,37150.3992
201708,162.0591,211.0836,248.668,247.2794,229.6925,1233.6632,1234.5604,1256.2974,1205.034,1209.0489,2975.9546,2928.8827,3038.2055,2892.6049,2759.1094,7388.0159,7251.2659,7555.7389,7339.4238,7134.5181,52219.3963,79196.7277,54943.327,45977.1854,38370.8258
201709,159.4707,204.8185,244.0005,242.2752,233.5796,1207.6944,1198.6117,1222.3342,1162.6189,1226.2559,2926.844,2923.3985,2979.4323,2849.8099,2796.4155,7282.5585,7220.8962,7574.0846,7267.1512,7175.8591,52377.9421,80350.494,54558.0102,45961.6832,37448.4902
201710,171.7531,223.9376,264.4731,266.1084,259.9273,1267.0968,1284.9688,1398.5617,1260.8034,1343.8963,2982.5853,3043.3152,3178.9806,3082.7447,2960.7318,7336.2649,7488.1195,7878.1629,7667.6722,7676.6091,52222.5891,81101.5842,56013.5952,48193.7118,40129.8096
201711,172.7671,227.723,267.7374,263.8254,258.7424,1253.4956,1294.8147,1431.7817,1285.8934,1308.1346,3017.9056,3111.3617,3255.2411,3142.9955,3021.4396,7356.8276,7651.4403,8145.5517,7818.9483,7741.6716,52933.5425,83747.6886,56955.8298,49109.8987,40900.8295
201712,181.9919,236.3487,279.722,273.4017,270.7441,1301.9424,1330.4449,1478.7224,1311.695,1334.0176,3164.3272,3203.805,3363.6889,3299.3733,3111.1136,7830.3228,8060.218,8440.1037,8057.9007,8271.2464,55059.5127,86473.8486,58345.0844,50073.5689,41982.9907
201801,183.8972,237.715,281.5982,279.7345,277.6521,1315.8116,1295.978,1459.6757,1311.2201,1373.4954,3130.7584,3220.8636,3364.7848,3301.4862,3164.5484,7844.8178,8103.4912,8437.93,8154.2907,8599.7079,55612.3181,86912.0399,59945.0922,50989.8444,42488.3783
201802,184.5684,234.6795,288.8512,284.3203,299.8502,1327.0384,1313.4267,1492.4182,1356.8264,1430.1969,3181.7785,3332.8336,3504.2259,3447.1423,3413.6007,7970.9741,8434.9477,9003.7488,8511.1827,9100.8316,57551.1889,92219.0635,64916.4694,54613.1289,44786.5034
201803,179.9439,224.1668,275.9406,272.0503,289.7659,1294.8905,1294.9759,1465.8788,1296.9747,1361.8854,3038.5326,3293.6239,3305.5714,3239.2253,3326.1634,7743.0276,8098.0004,8591.3387,8091.4205,8711.7756,54490.9861,88755.3906,62664.7471,53162.6249,43403.5684
201804,189.1854,236.5391,278.4114,283.5304,295.8041,1313.2326,1312.7207,1491.7277,1316.7095,1361.8269,3030.9551,3320.5449,3299.3485,3246.8774,3269.9163,7930.9673,8088.8475,8649.5619,8205.6589,8542.0725,53770.9785,85559.2422,60486.6694,50724.5785,41973.7463
201805,194.5989,239.3064,279.7048,291.3045,306.0625,1332.7081,1351.7724,1522.3359,1322.9329,1402.9095,3007.2154,3352.4285,3257.294,3255.284,3284.6931,7975.8921,8000.3706,8484.4065,8308.2595,8652.6549,53207.1432,85586.2237,61438.9042,51007.4914,41701.2677
201806,210.0372,259.855,299.9319,330.1003,336.7143,1403.1374,1437.2564,1613.2986,1422.4056,1549.2829,3083.8108,3517.5468,3438.1511,3409.6255,3524.4815,8170.5964,8371.6732,8675.8032,8486.0648,9165.7288,53559.1881,88456.8065,62592.6458,51150.8648,42179.3842
201807,222.6597,250.5186,330.7175,263.6301,255.48,1415.8848,1339.8175,1486.2339,1433.5817,1379.8637,3300.7005,3224.4571,3352.0179,3182.156,3204.3417,8890.8201,8453.1258,7912.5231,7680.2659,7630.1599,46620.448,85318.22,61481.4019,58813.9041,48710.8155
201808,227.7325,251.9652,333.3396,268.2961,252.8065,1444.6145,1383.8008,1516.6935,1453.1511,1430.3876,3327.3607,3241.3772,3432.3949,3288.0695,3319.7833,9101.4209,8710.4349,8122.524,7810.4557,7754.0289,47546.0626,89027.0167,63544.8991,61338.7072,50773.8969
201809,239.4752,261.6175,343.9979,283.0148,267.773,1543.341,1435.7911,1607.4279,1501.2193,1511.0265,3465.9123,3431.0643,3528.766,3401.1623,3456.8078,9384.6316,8977.323,8412.5893,8076.451,7936.1107,48168.5062,91590.0969,66790.6509,63288.7402,51948.5023
201810,237.0235,252.1128,330.1504,281.9495,265.9468,1505.9929,1394.3936,1562.9795,1471.3405,1483.5453,3410.7379,3384.0762,3390.309,3320.4932,3345.0537,9372.5388,8946.6313,8450.1176,8087.0339,7731.4516,48550.8861,92320.8862,67074.43,63002.8985,50624.5388
201811,214.8454,230.9289,298.3295,250.5209,228.3202,1398.6335,1280.3539,1388.2607,1304.2272,1258.3459,3228.2823,3120.0032,3032.8531,2994.5631,2888.9237,8897.4693,8273.3745,7615.1075,7235.9234,6629.4362,48472.2583,86612.9247,61473.9753,56589.6066,45436.72
201812,214.4946,235.6346,296.1112,249.289,223.5854,1422.6504,1312.7507,1424.4472,1337.8424,1280.1546,3329.9296,3207.9659,3090.2336,3061.3723,2808.1383,9107.9324,8532.9143,7785.0771,7374.5666,6604.9062,48621.6267,90885.3006,60010.5215,58419.33,46344.1305
201901,192.5939,210.4964,258.333,215.3811,186.1813,1291.877,1159.0451,1247.8187,1170.5936,1088.5373,3049.7427,2898.6466,2653.4709,2631.5918,2447.8197,8300.13,7632.4237,6917.476,6420.8346,5710.8396,45120.2142,83023.1827,55175.5143,51942.9184,40490.8228
201902,211.4525,228.2276,283.1531,240.7628,212.4585,1379.8929,1274.6766,1376.747,1297.4746,1239.4536,3316.0268,3178.9775,3000.7339,2963.8339,2816.7487,8872.9531,8273.1734,7830.691,7208.5729,6689.0729,47637.5431,89248.3306,58723.3734,57282.9015,45170.6752
201903,222.8416,243.1357,298.1982,260.4776,226.5867,1402.558,1327.3127,1471.177,1380.5438,1319.4979,3477.2536,3289.8707,3090.5226,3110.4574,3026.889,9111.3532,8789.7621,8168.3886,7577.4124,7172.5284,48990.3561,91543.4791,60682.8511,58529.4553,45670.0908
201904,216.4557,232.999,283.8547,255.7239,225.72,1360.8777,1287.951,1430.5619,1326.6274,1288.8912,3528.0471,3228.6832,2962.1669,3014.8429,2973.8262,9270.5394,8926.1722,8233.5316,7365.2591,7132.4211,50368.428,93543.4769,61860.6532,58481.4131,44627.1516
201905,222.0806,239.7968,291.1702,268.8436,228.0681,1387.7787,1345.3122,1499.0579,1383.2744,1292.308,3676.5042,3396.5117,3114.5461,3156.6883,3068.5232,9554.9789,9277.08,8558.4947,7705.5499,7394.0206,51266.242,96627.8735,64845.0388,61603.9927,47677.382
201906,211.0695,224.5813,272.1519,255.0725,206.102,1297.3522,1260.7604,1372.8455,1244.2704,1164.9837,3439.822,3249.1237,2841.5261,2873.4462,2777.962,9223.4498,8768.2795,7929.6991,6809.3621,6684.1757,49371.7103,91468.202,58815.6683,56679.7165,42098.6355
201907,179.5713,214.4222,246.8927,207.0711,192.9638,1183.3589,1185.8485,1270.4601,1276.2865,1209.3512,3083.7658,3083.2469,3157.8089,3116.5908,3040.0145,8593.0432,8368.2223,7846.6665,8152.052,8861.9005,60679.9454,73746.3138,70562.6287,75004.4317,46900.9192
201908,178.3313,215.912,250.3518,206.3485,185.0768,1210.4716,1192.3993,1274.1438,1292.1254,1186.3442,3151.7707,3172.6347,3248.1669,3139.8006,3048.9449,8619.5235,8521.1845,7953.1767,8199.4795,8957.2657,62300.6702,75145.8635,73234.2457,76147.6398,47101.2705
201909,174.1717,203.5066,236.5996,193.3949,170.3098,1151.0925,1110.712,1220.2991,1208.6009,1102.9277,3113.8467,3058.1417,3058.6912,2906.5674,2767.4378,8471.5957,8275.1285,7581.1815,7684.3821,8312.4158,63418.9273,73210.7745,71994.8309,72951.497,44345.2927
